mTurkCode,Consent1,Consent2,Consent3,Consent4,Consent5,ethnicity,education,marital_status,age,gender,income,parent_income,country_born,usa_years,religion,Instruct1,Instruct2,Instruct3,Comprehension1,Comprehension2,Comprehension3,Comprehension4,Comprehension5,cue,vig,vig,assault_lo_solo_1_1,cue,vig,vig,assault_lo_solo_2_1,cue,vig,vig,rev,assault_lo_group0_1_1,cue,vig,vig,rev,assault_lo_group0_2_1,cue,vig,vig,rev,assault_lo_group1_1_1,cue,vig,vig,rev,assault_lo_group1_2_1,cue,vig,vig,rev,assault_lo_group2_1_1,cue,vig,vig,rev,assault_lo_group2_2_1,cue,vig,vig,rev,assault_lo_group3_1_1,cue,vig,vig,rev,assault_lo_group3_2_1,cue,vig,vig,rev,assault_lo_group4_1_1,cue,vig,vig,rev,assault_lo_group4_2_1,cue,vig,vig,assault_hi_solo_1_1,cue,vig,vig,assault_hi_solo_2_1,cue,vig,vig,rev,assault_hi_group0_1_1,cue,vig,vig,rev,assault_hi_group0_2_1,cue,vig,vig,rev,assault_hi_group1_1_1,cue,vig,vig,rev,assault_hi_group1_2_1,cue,vig,vig,rev,assault_hi_group2_1_1,cue,vig,vig,rev,assault_hi_group2_2_1,cue,vig,vig,rev,assault_hi_group3_1_1,cue,vig,vig,rev,assault_hi_group3_2_1,cue,vig,vig,rev,assault_hi_group4_1_1,cue,vig,vig,rev,assault_hi_group4_2_1,cue,vig,vig,theft_lo_solo_1_1,cue,vig,vig,theft_lo_solo_2_1,cue,vig,vig,rev,theft_lo_group0_1_1,cue,vig,vig,rev,theft_lo_group0_2_1,cue,vig,vig,rev,theft_lo_group1_1_1,cue,vig,vig,rev,theft_lo_group1_2_1,cue,vig,vig,rev,theft_lo_group2_1_1,cue,vig,vig,rev,theft_lo_group2_2_1,cue,vig,vig,rev,theft_lo_group3_1_1,cue,vig,vig,rev,theft_lo_group3_2_1,cue,vig,vig,rev,theft_lo_group4_1_1,cue,vig,vig,rev,theft_lo_group4_2_1,cue,vig,vig,theft_hi_solo_1_1,cue,vig,vig,theft_hi_solo_2_1,cue,vig,vig,rev,theft_hi_group0_1_1,cue,vig,vig,rev,theft_hi_group0_2_1,cue,vig,vig,rev,theft_hi_group1_1_1,cue,vig,vig,rev,theft_hi_group1_2_1,cue,vig,vig,rev,theft_hi_group2_1_1,cue,vig,vig,rev,theft_hi_group2_2_1,cue,vig,vig,rev,theft_hi_group3_1_1,cue,vig,vig,rev,theft_hi_group3_2_1,cue,vig,vig,rev,theft_hi_group4_1_1,cue,vig,vig,rev,theft_hi_group4_2_1,catch_1,catch_2,suspicion,debrief,DO-BR-FL_9
6899280,1,1,1,1,1,1,16,4,28,1,4,4,USA,28,5,1,1,1,4,2,4,1,1,1,,1,86,1,,1,75,1,,1,1,81,1,,1,1,75,1,,1,1,12,1,,1,1,74,1,,1,1,75,1,,1,1,76,1,,1,1,74,1,,1,1,79,1,,1,1,77,1,,1,1,97,1,,1,21,1,,1,80,1,,1,1,15,1,,1,1,72,1,,1,1,79,1,,1,1,71,1,,1,1,61,1,,1,1,79,1,,1,1,83,1,,1,1,77,1,,1,1,85,1,,1,1,97,1,,1,34,1,,1,86,1,,1,1,3,1,,1,1,37,1,,1,1,87,1,,1,1,72,1,,1,1,84,1,,1,1,79,1,,1,1,62,1,,1,1,84,1,,1,1,64,1,,1,1,78,1,,1,35,1,,1,71,1,,1,1,78,1,,1,1,2,1,,1,1,78,1,,1,1,17,1,,1,1,74,1,,1,1,90,1,,1,1,79,1,,1,1,75,1,,1,1,76,1,,1,1,75,1,crime looks to social and economics factors as the causes of crime and deviance and unlike functionalist. many crimes can be understood as. / ,5,1,assault_lo_group1_2|assault_lo_group3_1|assault_hi_group4_1|theft_lo_group2_1|theft_lo_solo_2|assault_lo_group4_1|theft_lo_solo_1|theft_lo_group3_1|theft_lo_group3_2|assault_lo_group0_1|assault_hi_group3_2|assault_hi_group3_1|assault_lo_solo_1|assault_lo_group0_2|theft_hi_group4_1|assault_hi_solo_2|theft_hi_group2_2|assault_lo_group2_2|assault_hi_group0_2|theft_hi_group3_2|theft_lo_group0_2|assault_hi_solo_1|assault_hi_group1_2|theft_hi_group3_1|theft_lo_group4_1|theft_hi_solo_1|theft_lo_group1_2|theft_hi_group4_2|assault_hi_group2_2|theft_hi_group1_1|theft_lo_group2_2|catch_2|theft_lo_group1_1|theft_lo_group4_2|assault_lo_solo_2|assault_hi_group1_1|theft_hi_group0_1|assault_lo_group3_2|assault_lo_group2_1|assault_hi_group4_2|theft_lo_group0_1|assault_hi_group2_1|catch_1|theft_hi_group2_1|theft_hi_group1_2|theft_hi_group0_2|assault_hi_group0_1|theft_hi_solo_2|assault_lo_group4_2|assault_lo_group1_1
6206825,1,1,1,1,1,1,16,4,26,1,4,4,USA,26,5,1,1,1,4,2,4,1,1,1,,1,78,1,,1,87,1,,1,1,88,1,,1,1,80,1,,1,1,87,1,,1,1,91,1,,1,1,83,1,,1,1,83,1,,1,1,83,1,,1,1,87,1,,1,1,83,1,,1,1,89,1,,1,84,1,,1,87,1,,1,1,90,1,,1,1,78,1,,1,1,75,1,,1,1,76,1,,1,1,90,1,,1,1,85,1,,1,1,92,1,,1,1,84,1,,1,1,92,1,,1,1,74,1,,1,88,1,,1,82,1,,1,1,88,1,,1,1,94,1,,1,1,86,1,,1,1,92,1,,1,1,84,1,,1,1,86,1,,1,1,89,1,,1,1,84,1,,1,1,89,1,,1,1,87,1,,1,80,1,,1,88,1,,1,1,84,1,,1,1,85,1,,1,1,87,1,,1,1,90,1,,1,1,88,1,,1,1,94,1,,1,1,89,1,,1,1,85,1,,1,1,86,1,,1,1,89,1,crime looks to social and economics factors as the causes of crime and deviance and unlike functionalist. many crimes can be understood as. ,5,1,assault_lo_group2_2|assault_hi_group0_1|catch_2|catch_1|theft_hi_group4_2|theft_lo_solo_1|assault_lo_group1_2|theft_lo_group2_2|assault_lo_group0_1|assault_lo_group4_2|theft_hi_group3_1|theft_lo_group2_1|assault_hi_group2_1|theft_lo_group0_2|theft_hi_group0_2|theft_hi_group1_1|assault_lo_solo_2|assault_lo_group1_1|theft_hi_group0_1|assault_lo_group3_2|assault_hi_group4_2|assault_hi_solo_1|theft_lo_group0_1|assault_hi_group3_2|theft_hi_solo_1|theft_lo_group1_1|theft_hi_solo_2|theft_hi_group4_1|theft_hi_group2_1|assault_lo_group2_1|theft_lo_group3_2|assault_lo_group3_1|theft_lo_group4_1|theft_lo_solo_2|assault_lo_solo_1|assault_hi_group1_2|assault_lo_group0_2|theft_lo_group4_2|assault_hi_group0_2|assault_hi_group1_1|theft_hi_group2_2|assault_hi_group4_1|assault_hi_solo_2|theft_lo_group3_1|theft_hi_group3_2|theft_lo_group1_2|assault_hi_group3_1|theft_hi_group1_2|assault_lo_group4_1|assault_hi_group2_2
2391738,1,1,1,1,1,1,16,4,28,1,3,4,US,100,5,1,1,1,4,2,4,1,1,1,,1,21,1,,1,8,1,,1,1,12,1,,1,1,21,1,,1,1,27,1,,1,1,37,1,,1,1,51,1,,1,1,50,1,,1,1,73,1,,1,1,71,1,,1,1,94,1,,1,1,88,1,,1,62,1,,1,6,1,,1,1,0,1,,1,1,10,1,,1,1,33,1,,1,1,15,1,,1,1,38,1,,1,1,36,1,,1,1,70,1,,1,1,69,1,,1,1,96,1,,1,1,84,1,,1,36,1,,1,9,1,,1,1,6,1,,1,1,25,1,,1,1,11,1,,1,1,43,1,,1,1,32,1,,1,1,58,1,,1,1,64,1,,1,1,79,1,,1,1,78,1,,1,1,91,1,,1,28,1,,1,18,1,,1,1,20,1,,1,1,3,1,,1,1,12,1,,1,1,24,1,,1,1,51,1,,1,1,43,1,,1,1,69,1,,1,1,69,1,,1,1,94,1,,1,1,70,1,"I believe that one of the fundamental problems of the criminal justice system is that there has never been established an objective definition of crime. Instead, crime is subjectively defined as anything that violates the proscriptions on behavior established by the power elite. In other words, crime is whatever the establishment says it is. This lack of an objective definition is one of the main things that allows the oppression of any group that they so choose.",5,1,theft_hi_group2_1|assault_hi_group1_1|assault_hi_group2_1|assault_lo_group4_2|theft_lo_group2_2|theft_hi_group3_1|assault_hi_solo_2|theft_lo_group0_2|theft_hi_group1_1|theft_lo_group2_1|assault_lo_solo_1|theft_lo_solo_1|theft_hi_group3_2|assault_hi_solo_1|theft_lo_group3_2|assault_lo_group4_1|theft_lo_group1_2|assault_lo_group1_2|theft_hi_solo_1|assault_hi_group4_1|theft_lo_group4_2|theft_lo_group3_1|theft_hi_group4_2|assault_lo_group1_1|assault_hi_group2_2|assault_hi_group3_2|theft_hi_group1_2|assault_lo_group3_1|theft_hi_group2_2|assault_hi_group0_1|theft_lo_group0_1|catch_2|theft_hi_group0_1|theft_lo_solo_2|assault_hi_group3_1|assault_lo_group0_1|theft_hi_group0_2|theft_hi_solo_2|assault_lo_group2_1|assault_lo_group0_2|assault_lo_group2_2|theft_lo_group4_1|assault_hi_group0_2|assault_hi_group1_2|assault_lo_solo_2|assault_hi_group4_2|theft_hi_group4_1|theft_lo_group1_1|catch_1|assault_lo_group3_2
8454595,1,1,1,1,1,1,16,4,26,1,3,4,USA,26,5,1,1,1,4,2,4,1,1,1,,1,75,1,,1,75,1,,1,1,12,1,,1,1,85,1,,1,1,68,1,,1,1,72,1,,1,1,87,1,,1,1,91,1,,1,1,43,1,,1,1,34,1,,1,1,84,1,,1,1,86,1,,1,91,1,,1,69,1,,1,1,90,1,,1,1,86,1,,1,1,92,1,,1,1,86,1,,1,1,54,1,,1,1,87,1,,1,1,73,1,,1,1,95,1,,1,1,85,1,,1,1,88,1,,1,64,1,,1,69,1,,1,1,12,1,,1,1,75,1,,1,1,78,1,,1,1,69,1,,1,1,88,1,,1,1,84,1,,1,1,84,1,,1,1,87,1,,1,1,74,1,,1,1,72,1,,1,64,1,,1,91,1,,1,1,90,1,,1,1,92,1,,1,1,61,1,,1,1,86,1,,1,1,53,1,,1,1,89,1,,1,1,58,1,,1,1,84,1,,1,1,89,1,,1,1,88,1,crime looks to social and economics factors as the causes of crime and deviance and unlike functionalist. many crimes can be understood as. ,5,1,theft_hi_solo_2|assault_hi_group1_1|assault_hi_group2_2|catch_2|theft_hi_group4_2|assault_hi_solo_1|assault_lo_group2_1|theft_hi_group2_2|assault_hi_group1_2|assault_lo_group2_2|assault_lo_group4_1|assault_hi_group0_1|theft_hi_group0_2|theft_lo_group3_2|catch_1|theft_hi_group3_2|assault_lo_group4_2|assault_hi_group0_2|theft_hi_group1_2|assault_hi_group4_1|theft_lo_group2_1|theft_lo_group2_2|theft_hi_group0_1|theft_lo_group3_1|assault_hi_group3_2|assault_hi_group4_2|theft_hi_group4_1|theft_lo_group4_2|theft_hi_group3_1|assault_hi_solo_2|theft_hi_group1_1|assault_lo_group0_2|theft_lo_group4_1|assault_lo_group1_2|theft_lo_group0_2|assault_hi_group3_1|assault_lo_solo_1|assault_lo_group1_1|assault_lo_solo_2|theft_lo_group0_1|assault_lo_group3_2|theft_lo_solo_2|theft_hi_solo_1|theft_lo_group1_2|theft_lo_group1_1|assault_lo_group0_1|theft_lo_solo_1|assault_hi_group2_1|theft_hi_group2_1|assault_lo_group3_1
6310341,1,1,1,1,1,1,16,4,28,1,4,4,USA,28,5,1,1,1,4,2,4,1,1,1,,1,84,1,,1,70,1,,1,1,9,1,,1,1,10,1,,1,1,6,1,,1,1,12,1,,1,1,77,1,,1,1,67,1,,1,1,84,1,,1,1,85,1,,1,1,93,1,,1,1,91,1,,1,72,1,,1,79,1,,1,1,8,1,,1,1,10,1,,1,1,12,1,,1,1,16,1,,1,1,68,1,,1,1,72,1,,1,1,86,1,,1,1,90,1,,1,1,88,1,,1,1,84,1,,1,81,1,,1,66,1,,1,1,14,1,,1,1,12,1,,1,1,17,1,,1,1,14,1,,1,1,68,1,,1,1,75,1,,1,1,83,1,,1,1,76,1,,1,1,85,1,,1,1,90,1,,1,75,1,,1,70,1,,1,1,8,1,,1,1,11,1,,1,1,9,1,,1,1,16,1,,1,1,72,1,,1,1,69,1,,1,1,89,1,,1,1,81,1,,1,1,84,1,,1,1,95,1,crime looks to social and economics factors as the causes of crime and devicance and unlike functionalist. many crimes can be understood as. / ,5,1,assault_hi_solo_2|assault_hi_group0_2|assault_lo_group4_1|assault_lo_group1_1|theft_lo_group3_2|theft_lo_group4_1|assault_hi_group0_1|assault_hi_group4_1|assault_hi_group3_2|theft_lo_group4_2|theft_lo_solo_1|assault_hi_group1_1|assault_lo_solo_2|theft_hi_group0_1|assault_lo_group1_2|theft_hi_solo_2|theft_lo_solo_2|assault_lo_group3_2|assault_lo_solo_1|assault_hi_group2_1|theft_lo_group3_1|theft_hi_group3_2|catch_2|theft_hi_group4_2|catch_1|theft_lo_group1_2|theft_lo_group2_1|theft_lo_group1_1|assault_hi_solo_1|assault_lo_group0_1|assault_hi_group2_2|assault_lo_group2_1|theft_hi_group4_1|assault_lo_group3_1|theft_hi_solo_1|assault_hi_group4_2|assault_lo_group0_2|theft_hi_group1_2|theft_lo_group0_2|theft_hi_group2_1|assault_lo_group2_2|theft_hi_group2_2|theft_lo_group0_1|assault_hi_group3_1|theft_hi_group0_2|theft_hi_group3_1|assault_hi_group1_2|assault_lo_group4_2|theft_lo_group2_2|theft_hi_group1_1
1627341,1,1,1,1,1,1,17,1,40,2,4,4,USA,40,5,1,1,1,4,2,4,1,1,1,1,,64,1,1,,58,1,1,,1,12,1,1,,1,14,1,1,,1,72,1,1,,1,34,1,1,,1,54,1,1,,1,37,1,1,,1,63,1,1,,1,51,1,1,,1,69,1,1,,1,84,1,1,,42,1,1,,53,1,1,,1,15,1,1,,1,19,1,1,,1,19,1,1,,1,24,1,1,,1,30,1,1,,1,38,1,1,,1,73,1,1,,1,46,1,1,,1,83,1,1,,1,70,1,1,,60,1,1,,69,1,1,,1,15,1,1,,1,13,1,1,,1,19,1,1,,1,22,1,1,,1,52,1,1,,1,40,1,1,,1,30,1,1,,1,63,1,1,,1,87,1,1,,1,85,1,1,,59,1,1,,69,1,1,,1,30,1,1,,1,29,1,1,,1,37,1,1,,1,14,1,1,,1,32,1,1,,1,65,1,1,,1,61,1,1,,1,61,1,1,,1,90,1,1,,1,92,1,"CRIME is an activity , which hurts and harms ones life and causes changes.",3,1,assault_lo_group1_1|theft_lo_group3_1|assault_lo_group4_1|assault_lo_group3_2|catch_1|theft_hi_solo_2|assault_hi_group4_1|theft_lo_solo_2|assault_hi_solo_2|assault_hi_group4_2|assault_hi_group2_1|theft_hi_group1_1|assault_hi_group3_2|theft_lo_group1_2|assault_lo_group2_1|theft_hi_group4_1|theft_hi_group4_2|theft_lo_group0_1|assault_lo_group2_2|assault_hi_group0_2|theft_lo_group2_2|theft_lo_group4_2|theft_lo_group1_1|theft_hi_group3_2|theft_hi_group0_1|assault_hi_group2_2|theft_hi_group1_2|assault_hi_group1_1|assault_lo_group3_1|theft_lo_group3_2|assault_lo_group1_2|assault_lo_group4_2|assault_lo_group0_1|assault_lo_group0_2|assault_lo_solo_2|assault_hi_group1_2|theft_hi_group2_1|theft_hi_solo_1|theft_lo_group0_2|theft_hi_group3_1|assault_hi_group3_1|catch_2|theft_lo_solo_1|assault_hi_solo_1|theft_hi_group0_2|assault_lo_solo_1|theft_hi_group2_2|assault_hi_group0_1|theft_lo_group2_1|theft_lo_group4_1
4402250,1,1,1,1,1,1,19,4,28,2,8,,United States,28,5,1,1,1,4,2,4,1,1,1,1,,65,1,1,,63,1,1,,1,80,1,1,,1,73,1,1,,1,82,1,1,,1,45,1,1,,1,44,1,1,,1,70,1,1,,1,39,1,1,,1,70,1,1,,1,57,1,1,,1,55,1,1,,68,1,1,,62,1,1,,1,43,1,1,,1,73,1,1,,1,80,1,1,,1,71,1,1,,1,70,1,1,,1,61,1,1,,1,71,1,1,,1,86,1,1,,1,85,1,1,,1,66,1,1,,97,1,1,,62,1,1,,1,90,1,1,,1,40,1,1,,1,92,1,1,,1,77,1,1,,1,77,1,1,,1,65,1,1,,1,80,1,1,,1,75,1,1,,1,43,1,1,,1,69,1,1,,60,1,1,,67,1,1,,1,39,1,1,,1,69,1,1,,1,72,1,1,,1,73,1,1,,1,70,1,1,,1,74,1,1,,1,58,1,1,,1,70,1,1,,1,35,1,1,,1,38,1,Crime is a one type of finding errors in the world. There is a crime is now will take severe in the world.,5,1,theft_lo_group1_2|theft_lo_group1_1|theft_lo_solo_1|assault_hi_group4_1|theft_lo_group0_1|assault_hi_group3_2|assault_lo_group4_1|theft_hi_group0_2|assault_hi_group1_1|assault_hi_group2_1|theft_hi_group1_2|assault_hi_group1_2|theft_lo_group3_2|catch_2|theft_lo_group2_1|assault_lo_group0_2|assault_lo_group1_1|theft_hi_group1_1|theft_lo_group3_1|assault_lo_group0_1|theft_hi_group2_1|theft_hi_solo_2|theft_hi_group4_2|theft_hi_group0_1|theft_hi_solo_1|assault_hi_group0_1|assault_hi_solo_1|theft_lo_group0_2|theft_lo_solo_2|theft_lo_group4_1|catch_1|assault_hi_group3_1|assault_lo_group2_1|theft_lo_group4_2|assault_lo_solo_1|assault_hi_group0_2|assault_hi_group2_2|assault_lo_group4_2|assault_lo_solo_2|theft_lo_group2_2|assault_lo_group3_2|theft_hi_group2_2|assault_hi_group4_2|theft_hi_group4_1|assault_lo_group1_2|theft_hi_group3_1|assault_hi_solo_2|theft_hi_group3_2|assault_lo_group2_2|assault_lo_group3_1
954877,1,1,1,1,1,1,16,1,31,2,5,,United States,31,10,1,1,1,4,2,4,1,1,1,1,,65,1,1,,49,1,1,,1,51,1,1,,1,49,1,1,,1,51,1,1,,1,25,1,1,,1,75,1,1,,1,75,1,1,,1,85,1,1,,1,85,1,1,,1,80,1,1,,1,75,1,1,,100,1,1,,100,1,1,,1,100,1,1,,1,85,1,1,,1,95,1,1,,1,100,1,1,,1,100,1,1,,1,95,1,1,,1,100,1,1,,1,100,1,1,,1,100,1,1,,1,100,1,1,,51,1,1,,60,1,1,,1,49,1,1,,1,50,1,1,,1,49,1,1,,1,49,1,1,,1,49,1,1,,1,55,1,1,,1,49,1,1,,1,95,1,1,,1,51,1,1,,1,92,1,1,,96,1,1,,100,1,1,,1,51,1,1,,1,52,1,1,,1,70,1,1,,1,94,1,1,,1,100,1,1,,1,94,1,1,,1,51,1,1,,1,100,1,1,,1,76,1,1,,1,100,1,"Crime is doing something that is wrong, unlawful, immoral, unethical, it may or may not cause harm.",3,1,assault_lo_group1_2|assault_lo_group3_2|catch_1|assault_hi_group0_1|theft_hi_group2_1|assault_lo_solo_2|assault_hi_group4_1|theft_lo_group3_2|assault_hi_group2_2|theft_hi_group3_2|theft_lo_group4_2|assault_hi_solo_2|assault_lo_group4_1|assault_hi_group0_2|theft_lo_group1_1|theft_lo_group0_2|theft_lo_group2_1|theft_hi_group1_1|assault_lo_group3_1|assault_lo_group1_1|theft_hi_solo_2|assault_lo_group0_1|theft_lo_group0_1|assault_hi_solo_1|theft_hi_group4_2|assault_lo_group2_1|theft_lo_group3_1|assault_hi_group4_2|assault_hi_group2_1|theft_hi_solo_1|theft_hi_group2_2|assault_lo_group2_2|assault_lo_group4_2|catch_2|theft_hi_group3_1|assault_lo_solo_1|assault_hi_group1_2|assault_hi_group3_2|theft_lo_group2_2|theft_hi_group0_1|theft_hi_group1_2|assault_hi_group1_1|assault_hi_group3_1|theft_lo_group1_2|theft_lo_solo_1|theft_lo_group4_1|theft_lo_solo_2|theft_hi_group0_2|theft_hi_group4_1|assault_lo_group0_2
9315548,1,1,1,1,1,1,16,1,28,2,3,,america,28,5,1,1,1,4,2,4,1,1,1,1,,42,1,1,,38,1,1,,1,82,1,1,,1,76,1,1,,1,74,1,1,,1,41,1,1,,1,66,1,1,,1,47,1,1,,1,77,1,1,,1,86,1,1,,1,96,1,1,,1,73,1,1,,44,1,1,,37,1,1,,1,43,1,1,,1,61,1,1,,1,62,1,1,,1,63,1,1,,1,77,1,1,,1,75,1,1,,1,77,1,1,,1,79,1,1,,1,82,1,1,,1,76,1,1,,65,1,1,,35,1,1,,1,67,1,1,,1,80,1,1,,1,63,1,1,,1,73,1,1,,1,71,1,1,,1,74,1,1,,1,79,1,1,,1,76,1,1,,1,79,1,1,,1,74,1,1,,42,1,1,,42,1,1,,1,75,1,1,,1,73,1,1,,1,71,1,1,,1,64,1,1,,1,75,1,1,,1,88,1,1,,1,94,1,1,,1,85,1,1,,1,75,1,1,,1,77,1,crime is an unlawful act punishable by a state or other authority.,5,1,theft_lo_group2_2|assault_hi_group2_1|theft_lo_group3_1|assault_lo_group2_2|assault_lo_solo_1|assault_lo_group4_1|assault_lo_group3_1|assault_lo_solo_2|theft_lo_group3_2|assault_lo_group2_1|theft_hi_group2_2|theft_hi_group0_2|catch_1|assault_lo_group1_2|theft_hi_group3_2|theft_lo_solo_2|assault_hi_group1_1|theft_hi_group3_1|assault_hi_solo_1|theft_lo_group0_1|assault_hi_group0_2|assault_hi_group3_1|theft_hi_solo_1|theft_lo_solo_1|theft_lo_group1_1|theft_lo_group2_1|assault_lo_group3_2|assault_hi_group2_2|assault_hi_group1_2|theft_hi_group1_1|theft_hi_group0_1|theft_lo_group1_2|catch_2|theft_lo_group4_2|assault_lo_group1_1|theft_hi_group4_1|assault_hi_solo_2|theft_hi_group1_2|assault_lo_group4_2|theft_hi_group2_1|assault_lo_group0_2|theft_lo_group4_1|assault_hi_group4_1|theft_lo_group0_2|theft_hi_group4_2|assault_hi_group4_2|theft_hi_solo_2|assault_hi_group3_2|assault_lo_group0_1|assault_hi_group0_1
4338676,1,1,1,1,1,1,12,4,26,1,4,,USA,26,10,1,1,1,4,2,4,1,1,1,,1,65,1,,1,65,1,,1,1,63,1,,1,1,5,1,,1,1,25,1,,1,1,12,1,,1,1,45,1,,1,1,55,1,,1,1,70,1,,1,1,70,1,,1,1,64,1,,1,1,70,1,,1,53,1,,1,90,1,,1,1,5,1,,1,1,10,1,,1,1,70,1,,1,1,70,1,,1,1,55,1,,1,1,76,1,,1,1,85,1,,1,1,85,1,,1,1,75,1,,1,1,95,1,,1,70,1,,1,65,1,,1,1,5,1,,1,1,25,1,,1,1,65,1,,1,1,20,1,,1,1,63,1,,1,1,70,1,,1,1,76,1,,1,1,74,1,,1,1,80,1,,1,1,85,1,,1,76,1,,1,70,1,,1,1,74,1,,1,1,16,1,,1,1,70,1,,1,1,75,1,,1,1,50,1,,1,1,65,1,,1,1,76,1,,1,1,78,1,,1,1,79,1,,1,1,84,1,Any illegal activities ,4,1,assault_hi_solo_1|assault_hi_group0_2|assault_lo_group4_1|assault_lo_solo_1|assault_lo_group1_1|theft_hi_group3_1|theft_lo_group1_2|assault_lo_group3_1|assault_lo_group0_2|theft_hi_group3_2|theft_lo_group0_1|theft_hi_group2_1|theft_lo_solo_1|assault_lo_group1_2|assault_lo_group2_1|theft_lo_group4_2|theft_lo_group2_2|theft_hi_group1_1|assault_hi_group1_1|theft_lo_group3_1|theft_hi_group0_1|theft_hi_group2_2|assault_hi_group2_1|assault_lo_group3_2|theft_lo_group4_1|assault_hi_group4_1|theft_hi_group4_1|theft_lo_group3_2|assault_hi_group3_2|catch_2|assault_hi_solo_2|assault_lo_solo_2|theft_lo_group2_1|assault_hi_group0_1|catch_1|assault_hi_group1_2|assault_hi_group3_1|theft_hi_group0_2|theft_hi_solo_2|theft_lo_group1_1|theft_hi_group1_2|assault_lo_group2_2|assault_lo_group4_2|theft_hi_group4_2|assault_lo_group0_1|assault_hi_group4_2|theft_lo_solo_2|theft_lo_group0_2|theft_hi_solo_1|assault_hi_group2_2
9681554,1,1,1,1,1,1,22,4,42,1,2,,USA,42,10,1,1,1,4,2,4,1,1,1,,1,50,1,,1,33,1,,1,1,43,1,,1,1,33,1,,1,1,47,1,,1,1,25,1,,1,1,47,1,,1,1,50,1,,1,1,40,1,,1,1,45,1,,1,1,44,1,,1,1,47,1,,1,90,1,,1,86,1,,1,1,70,1,,1,1,42,1,,1,1,60,1,,1,1,71,1,,1,1,78,1,,1,1,74,1,,1,1,93,1,,1,1,94,1,,1,1,86,1,,1,1,90,1,,1,54,1,,1,51,1,,1,1,57,1,,1,1,50,1,,1,1,50,1,,1,1,55,1,,1,1,50,1,,1,1,50,1,,1,1,55,1,,1,1,81,1,,1,1,60,1,,1,1,51,1,,1,84,1,,1,87,1,,1,1,85,1,,1,1,86,1,,1,1,87,1,,1,1,86,1,,1,1,86,1,,1,1,86,1,,1,1,85,1,,1,1,86,1,,1,1,86,1,,1,1,83,1,An action that causes harm to society as a whole or to an individual or group of people.,3,1,theft_lo_group0_2|theft_lo_group2_2|assault_hi_group4_1|theft_hi_group4_2|assault_hi_group3_2|theft_lo_group1_2|assault_lo_group1_1|assault_hi_group0_2|theft_lo_group3_1|assault_hi_solo_2|theft_lo_group4_2|assault_lo_group3_2|assault_lo_group1_2|theft_hi_group1_1|assault_lo_group2_2|assault_lo_solo_2|theft_lo_group4_1|theft_lo_solo_1|theft_hi_group4_1|theft_hi_group2_1|assault_hi_group2_2|assault_hi_group1_2|theft_lo_solo_2|assault_lo_group2_1|assault_lo_group3_1|theft_hi_solo_1|theft_hi_group3_2|theft_hi_group1_2|assault_lo_group0_1|theft_lo_group2_1|assault_lo_group4_2|assault_hi_group2_1|theft_hi_group2_2|assault_lo_solo_1|theft_hi_group0_2|theft_lo_group3_2|assault_hi_group0_1|assault_hi_group1_1|theft_hi_solo_2|catch_1|assault_lo_group0_2|assault_hi_group3_1|theft_lo_group0_1|theft_lo_group1_1|theft_hi_group3_1|assault_hi_group4_2|assault_lo_group4_1|theft_hi_group0_1|assault_hi_solo_1|catch_2
6712308,1,1,1,1,1,1,20,1,27,1,4,6,USA,27,5,1,1,1,4,2,4,1,1,1,,1,37,1,,1,35,1,,1,1,41,1,,1,1,36,1,,1,1,45,1,,1,1,23,1,,1,1,61,1,,1,1,39,1,,1,1,66,1,,1,1,63,1,,1,1,30,1,,1,1,70,1,,1,15,1,,1,34,1,,1,1,64,1,,1,1,8,1,,1,1,64,1,,1,1,63,1,,1,1,14,1,,1,1,33,1,,1,1,64,1,,1,1,61,1,,1,1,70,1,,1,1,78,1,,1,42,1,,1,35,1,,1,1,13,1,,1,1,40,1,,1,1,40,1,,1,1,39,1,,1,1,39,1,,1,1,31,1,,1,1,66,1,,1,1,61,1,,1,1,69,1,,1,1,66,1,,1,59,1,,1,72,1,,1,1,44,1,,1,1,35,1,,1,1,35,1,,1,1,34,1,,1,1,61,1,,1,1,43,1,,1,1,16,1,,1,1,44,1,,1,1,42,1,,1,1,66,1,"CRIME IS THE NEGATIVE INCIDENT TO PEOPLE BY MAKING WRONG ACTIVITIES LIKE , ROBBING, KIDNAP, MURDER, ",3,1,assault_hi_group1_2|theft_hi_group2_1|theft_hi_group2_2|assault_lo_group0_2|theft_hi_group0_1|theft_lo_group3_2|theft_hi_group4_1|theft_hi_solo_1|theft_lo_group1_1|assault_hi_group4_2|theft_lo_group4_2|assault_hi_group3_2|assault_lo_group3_1|theft_hi_group3_2|assault_lo_group2_1|assault_lo_group1_2|theft_hi_solo_2|assault_lo_group0_1|assault_lo_group1_1|assault_lo_group3_2|assault_hi_group4_1|theft_lo_group2_1|assault_hi_group0_1|assault_hi_group3_1|theft_hi_group1_1|theft_lo_group3_1|theft_lo_group1_2|assault_hi_group1_1|assault_lo_group4_1|assault_hi_group2_2|theft_lo_solo_2|catch_1|catch_2|theft_hi_group1_2|assault_lo_group4_2|theft_lo_group0_1|theft_lo_solo_1|assault_hi_solo_1|theft_lo_group0_2|theft_lo_group4_1|assault_lo_group2_2|theft_hi_group0_2|assault_hi_group2_1|assault_lo_solo_2|assault_lo_solo_1|assault_hi_solo_2|theft_lo_group2_2|theft_hi_group3_1|theft_hi_group4_2|assault_hi_group0_2
